Procedure_Code,Region,Avg_Charge
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,MS - Meridian,42289.71484375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,MS - Tupelo,42723.69140625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,MT - Billings,35685.6728515625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,MT - Great Falls,36845.66796875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,MT - Missoula,40488.171875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NC - Asheville,56309.2734375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NC - Charlotte,48980.15234375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NC - Durham,53613.248697916664
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NC - Greensboro,34079.3984375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NC - Greenville,45327.248046875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NC - Hickory,80994.28125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NC - Raleigh,63687.438802083336
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NC - Wilmington,44185.90625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NC - Winston-Salem,43140.5771484375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,ND - Fargo/Moorhead MN,38311.8515625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,ND - Grand Forks,38857.0703125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NE - Lincoln,34450.703125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NE - Omaha,72647.005859375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NH - Lebanon,45050.1328125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NH - Manchester,50633.514322916664
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NJ - Camden,91134.57291666667
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NJ - Hackensack,58964.682291666664
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NJ - Morristown,66377.5546875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NJ - New Brunswick,82274.09375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NJ - Newark,86793.7763671875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NJ - Paterson,93240.4765625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NJ - Ridgewood,82647.84765625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NM - Albuquerque,50883.125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NV - Las Vegas,97161.26785714286
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NV - Reno,63977.765625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NY - Albany,48255.42890625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NY - Binghamton,33745.0
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NY - Bronx,43715.76171875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NY - Buffalo,34501.0146484375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NY - East Long Island,52925.096875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NY - Elmira,30144.2666015625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NY - Manhattan,47304.60085227273
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NY - Rochester,30966.444661458332
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NY - Syracuse,32545.264973958332
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,NY - White Plains,64201.4306640625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,OH - Akron,58484.240234375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,OH - Canton,40104.379557291664
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,OH - Cincinnati,45157.705357142855
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,OH - Cleveland,48367.041015625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,OH - Columbus,46657.991796875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,OH - Dayton,62819.025
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,OH - Elyria,37534.1171875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,OH - Kettering,62074.962890625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,OH - Toledo,54628.97734375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,OH - Youngstown,46880.734375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,OK - Lawton,42623.82421875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,OK - Oklahoma City,73808.79296875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,OK - Tulsa,52521.5966796875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,OR - Bend,55217.19140625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,OR - Eugene,26027.916015625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,OR - Medford,42420.6640625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,OR - Portland,46422.6796875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,OR - Salem,40719.34765625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,PA - Allentown,79529.8640625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,PA - Altoona,33802.4765625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,PA - Danville,53678.302734375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,PA - Erie,82548.17578125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,PA - Harrisburg,36548.4765625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,PA - Johnstown,35448.83203125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,PA - Lancaster,134013.703125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,PA - Philadelphia,95659.22083333334
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,PA - Pittsburgh,42300.729417067305
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,PA - Reading,54126.83984375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,PA - Sayre,28562.974609375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,PA - Scranton,42075.38671875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,PA - Wilkes-Barre,66160.1875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,PA - York,42024.16796875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,RI - Providence,75383.02604166667
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,SC - Charleston,64814.44921875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,SC - Columbia,56786.77734375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,SC - Florence,77305.109375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,SC - Greenville,74896.17838541667
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,SC - Spartanburg,44382.734375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,SD - Rapid City,47081.41015625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,SD - Sioux Falls,37394.481770833336
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TN - Chattanooga,52859.95703125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TN - Jackson,76220.9560546875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TN - Johnson City,76982.5859375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TN - Kingsport,43212.71484375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TN - Knoxville,38726.93638392857
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TN - Memphis,68078.9677734375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TN - Nashville,45782.1328125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - Abilene,79959.62890625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - Amarillo,40002.69140625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - Austin,71819.6875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - Beaumont,70064.0859375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - Bryan,81078.908203125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - Corpus Christi,78105.0546875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - Dallas,65141.4287109375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - El Paso,48771.22265625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - Fort Worth,72505.99869791667
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - Houston,73275.16232638889
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - Longview,66711.515625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - Lubbock,69024.14453125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - McAllen,83253.576171875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - Odessa,50503.474609375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - San Angelo,66597.3203125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - San Antonio,66198.4208984375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - Temple,46780.75
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - Tyler,86562.58203125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,TX - Victoria,92700.6640625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,UT - Ogden,30526.765625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,UT - Salt Lake City,40856.384765625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,VA - Arlington,37538.37109375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,VA - Charlottesville,45072.8095703125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,VA - Lynchburg,35544.7109375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,VA - Newport News,47259.03515625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,VA - Norfolk,45752.2109375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,VA - Richmond,79476.19970703125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,VA - Roanoke,68242.283203125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,VA - Winchester,41428.73828125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,VT - Burlington,40118.037109375
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,WA - Everett,55368.67578125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,WA - Olympia,79807.78125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,WA - Seattle,57549.873046875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,WA - Spokane,47732.86328125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,WA - Tacoma,68994.4921875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,WI - Green Bay,40192.3623046875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,WI - La Crosse,31980.369140625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,WI - Madison,52820.732421875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,WI - Marshfield,43792.890625
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,WI - Milwaukee,53669.04408482143
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,WI - Wausau,32134.0283203125
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,WV - Charleston,37442.96796875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,WV - Huntington,37326.123046875
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,WY - Casper,49498.6328125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,AK - Anchorage,87011.140625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,AL - Birmingham,57706.529052734375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,AL - Dothan,46396.17578125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,AL - Huntsville,39543.78125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,AL - Mobile,42875.3525390625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,AL - Montgomery,42330.53125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,AL - Tuscaloosa,37283.91796875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,AR - Little Rock,45724.817057291664
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,AR - Springdale,54704.03515625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,AZ - Mesa,78422.2296875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,AZ - Phoenix,74324.60503472222
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,AZ - Sun City,64918.5
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,AZ - Tucson,63382.2890625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - Alameda County,89309.01953125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - Bakersfield,61986.7578125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - Chico,103482.6171875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - Fresno,72959.0
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - Los Angeles,98862.9208984375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - Modesto,182039.71875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - Napa,104279.25
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - Orange County,85498.48515625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - Palm Springs/Rancho M,93900.25
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - Sacramento,125198.47135416667
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - Salinas,79514.23046875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - San Bernardino,70356.2578125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - San Diego,94898.4765625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - San Francisco,127082.140625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - San Jose,159254.46354166666
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - San Mateo County,153549.94921875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - Santa Barbara,75673.7421875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - Santa Rosa,86101.041015625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CA - Ventura,91609.92708333333
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CO - Boulder,84370.3515625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CO - Colorado Springs,70086.140625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CO - Denver,88913.9625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CO - Fort Collins,75760.765625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CO - Grand Junction,51756.18359375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CO - Greeley,71872.078125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CT - Bridgeport,63104.69140625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CT - Hartford,51953.173177083336
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,CT - New Haven,67815.640625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,DC - Washington,36449.78359375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,DE - Wilmington,44443.234375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,FL - Bradenton,52024.845703125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,FL - Clearwater,88597.470703125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,FL - Fort Lauderdale,80262.89930555556
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,FL - Fort Myers,61800.70078125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,FL - Gainesville,70995.466796875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,FL - Hudson,80924.4609375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,FL - Jacksonville,81774.83984375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,FL - Lakeland,85755.0625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,FL - Miami,78744.08451704546
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,FL - Ocala,71291.74609375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,FL - Orlando,68699.63628472222
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,FL - Ormond Beach,68198.587890625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,FL - Panama City,37456.2109375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,FL - Pensacola,69982.08072916667
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,FL - Sarasota,61795.15234375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,FL - St. Petersburg,93280.10546875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,FL - Tampa,93592.2109375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,GA - Albany,41313.23046875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,GA - Atlanta,51230.04352678572
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,GA - Augusta,54512.9921875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,GA - Macon,50518.4296875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,GA - Rome,61067.421875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,GA - Savannah,62746.421875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,HI - Honolulu,32224.78515625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IA - Cedar Rapids,43560.68359375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IA - Davenport,31720.13671875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IA - Des Moines,47240.9765625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IA - Iowa City,61256.56640625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IA - Mason City,34155.765625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IA - Waterloo,30703.0
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,ID - Boise,32618.916015625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IL - Blue Island,53633.986328125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IL - Chicago,92732.31119791667
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IL - Elgin,62769.794270833336
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IL - Evanston,59586.400390625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IL - Hinsdale,65000.927083333336
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IL - Joliet,60579.438802083336
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IL - Melrose Park,63542.2234375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IL - Peoria,79588.34375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IL - Rockford,65931.009765625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IL - Springfield,57523.796875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IL - Urbana,51940.14453125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IN - Evansville,51356.766927083336
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IN - Fort Wayne,61174.404296875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IN - Gary,51803.55078125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IN - Indianapolis,52690.94810267857
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IN - Muncie,72416.4140625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IN - Munster,44183.36328125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IN - South Bend,54602.0703125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,IN - Terre Haute,27656.71484375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,KS - Topeka,52644.47265625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,KS - Wichita,38409.512369791664
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,KY - Covington,35999.64453125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,KY - Lexington,48666.741861979164
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,KY - Louisville,56710.674479166664
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,KY - Owensboro,41541.74609375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,KY - Paducah,33459.04296875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,LA - Alexandria,53028.79296875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,LA - Baton Rouge,47964.921875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,LA - Houma,49365.30859375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,LA - Lafayette,50442.994791666664
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,LA - Metairie,93858.21484375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,LA - Monroe,67947.375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,LA - New Orleans,54402.5
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,LA - Shreveport,36910.1015625
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,MA - Boston,48853.7599609375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,MA - Springfield,31780.36328125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,MA - Worcester,67944.453125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,MD - Baltimore,22628.00948660714
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,MD - Salisbury,16671.9375
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,MD - Takoma Park,22426.4169921875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,ME - Bangor,34407.76171875
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,ME - Portland,39901.61328125
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,MI - Ann Arbor,51799.77734375
